timestamp,bearing_1,bearing_2,bearing_3,bearing_4
19436154,-0.044,-0.034,0.193,0.186
19436155,0.054,-0.032,0.020,0.239
19436156,0.100,-0.024,0.100,0.208
19436157,0.076,-0.117,-0.029,0.061
19436158,-0.037,-0.103,-0.220,-0.032
19436159,0.032,0.083,-0.271,0.015
19436160,0.100,0.090,-0.161,0.068
19436161,-0.010,0.129,-0.215,0.017
19436162,-0.078,0.042,-0.298,-0.010
19436163,-0.061,0.139,-0.305,-0.107
19436164,-0.029,0.095,-0.186,-0.085
19436165,0.115,0.049,-0.190,-0.054
19436166,0.217,0.154,-0.510,-0.029
19436167,0.017,0.181,-0.222,-0.095
19436168,0.037,0.093,-0.015,-0.098
19436169,-0.015,-0.054,-0.068,-0.076
19436170,-0.012,0.129,-0.168,-0.093
19436171,-0.071,-0.029,0.103,-0.112
19436172,-0.039,-0.173,0.127,-0.061
19436173,-0.093,-0.210,0.098,0.032
19436174,-0.049,-0.156,0.122,-0.007
19436175,-0.020,-0.259,0.271,-0.022
19436176,-0.007,-0.166,0.251,-0.015
19436177,0.125,-0.208,0.266,-0.020
19436178,0.195,-0.183,0.171,0.022
19436179,0.125,-0.129,0.054,0.027
19436180,0.098,-0.122,0.229,0.027
19436181,0.120,0.024,0.005,-0.034
19436182,0.093,0.083,-0.042,-0.056
19436183,0.120,0.093,-0.034,-0.051
19436184,0.090,0.068,0.037,-0.039
19436185,0.107,0.129,-0.190,0.010
19436186,-0.010,-0.024,-0.105,0.000
19436187,0.037,0.188,-0.068,-0.098
19436188,0.137,0.254,-0.110,-0.032
19436189,0.122,0.264,-0.122,0.059
19436190,0.005,0.161,-0.181,0.054
19436191,-0.037,0.015,-0.127,0.012
19436192,0.039,-0.012,-0.083,0.029
19436193,-0.022,-0.120,0.090,0.088
19436194,-0.134,-0.046,-0.051,0.085
19436195,-0.291,-0.132,0.059,0.085
19436196,-0.203,-0.076,0.061,0.076
19436197,0.066,-0.171,0.022,0.076
19436198,0.022,-0.085,-0.051,0.098
19436199,-0.149,-0.076,-0.007,0.129
19436200,-0.452,-0.222,-0.012,0.095
19436201,-0.195,-0.095,0.012,0.015
19436202,0.352,-0.195,0.103,0.049
19436203,0.229,0.107,-0.017,0.081
19436204,-0.081,0.068,-0.095,0.000
19436205,-0.256,0.005,-0.129,-0.088
19436206,0.046,0.010,0.061,-0.090
19436207,0.461,0.093,0.051,-0.059
19436208,0.234,0.083,0.005,-0.059
19436209,0.010,0.176,-0.054,-0.107
19436210,0.122,0.081,0.105,-0.134
19436211,-0.063,-0.027,0.073,-0.081
19436212,-0.088,0.012,0.017,-0.024
19436213,-0.024,-0.002,-0.068,-0.032
19436214,-0.137,-0.049,0.078,-0.090
19436215,-0.178,-0.327,0.244,-0.107
19436216,0.049,-0.251,0.066,-0.037
19436217,-0.063,-0.227,0.010,0.073
19436218,-0.364,-0.229,-0.029,0.002
19436219,-0.325,-0.308,0.198,-0.032
19436220,0.054,-0.212,0.044,-0.073
19436221,0.093,-0.090,-0.071,0.017
19436222,-0.024,-0.088,-0.117,0.100
19436223,-0.059,0.093,-0.051,0.002
19436224,0.017,0.093,-0.059,-0.112
19436225,0.012,0.198,-0.098,-0.149
19436226,0.029,0.120,-0.425,-0.212
19436227,-0.054,0.254,-0.332,-0.137
19436228,0.051,0.339,0.024,-0.112
19436229,0.286,0.227,-0.039,-0.034
19436230,0.261,0.203,-0.037,0.000
19436231,0.095,0.249,0.090,-0.020
19436232,-0.039,0.178,0.059,-0.049
19436233,0.176,0.044,0.020,0.029
19436234,0.251,0.017,0.205,0.120
19436235,0.005,-0.017,0.308,0.161
19436236,-0.283,-0.034,0.325,0.117
19436237,-0.266,-0.120,0.103,0.076
19436238,-0.115,-0.227,0.259,0.088
19436239,-0.044,-0.283,0.161,0.110
19436240,-0.146,-0.146,0.205,0.151
19436241,-0.142,-0.122,0.112,0.137
19436242,0.037,-0.076,0.127,0.134
19436243,0.168,0.078,0.059,0.115
19436244,0.081,0.046,0.044,0.044
19436245,-0.027,0.032,-0.005,-0.007
19436246,0.085,0.056,-0.146,-0.039
19436247,0.127,0.142,-0.254,-0.181
19436248,0.054,0.212,-0.203,-0.134
19436249,-0.015,0.134,-0.212,-0.071
19436250,-0.022,0.161,-0.244,-0.129
19436251,0.000,0.210,-0.232,-0.115
19436252,0.068,0.117,-0.386,-0.159
19436253,-0.032,0.046,-0.342,-0.085
19436254,-0.012,0.059,-0.181,-0.015
19436255,-0.051,-0.015,-0.100,-0.076
19436256,-0.161,-0.059,0.042,-0.107
19436257,-0.146,-0.098,-0.044,-0.088
19436258,-0.132,-0.144,-0.002,0.012
19436259,-0.054,-0.247,0.127,0.007
19436260,-0.103,-0.242,0.107,0.063
19436261,-0.117,-0.144,0.068,0.044
19436262,0.029,-0.093,0.222,0.042
19436263,0.188,-0.146,0.166,0.037
19436264,0.095,-0.249,0.195,0.005
19436265,0.032,-0.100,0.088,-0.015
19436266,0.129,-0.029,0.112,0.049
19436267,0.234,0.120,0.132,-0.005
19436268,0.076,0.088,0.083,0.000
19436269,-0.010,0.137,-0.005,-0.078
19436270,-0.022,0.122,-0.002,-0.098
19436271,-0.110,0.198,0.142,-0.100
19436272,-0.034,0.220,-0.027,-0.054
19436273,0.000,0.217,-0.090,-0.005
19436274,0.032,0.186,-0.068,-0.022
19436275,0.039,0.085,0.056,-0.059
19436276,-0.034,0.081,0.027,-0.020
19436277,-0.144,0.134,-0.017,0.063
19436278,-0.103,-0.012,-0.154,0.037
19436279,-0.022,-0.027,-0.017,0.083
19436280,-0.051,0.093,0.144,0.039
19436281,-0.278,0.083,0.022,0.083
19436282,-0.352,0.071,-0.022,0.068
19436283,-0.261,-0.081,-0.027,0.100
19436284,-0.046,-0.125,0.024,0.051
19436285,0.063,0.010,0.017,0.039
19436286,0.046,0.076,-0.015,-0.024
19436287,-0.354,0.127,0.032,0.000
19436288,0.049,0.168,0.137,0.093
19436289,0.439,0.044,-0.034,0.078
19436290,0.103,-0.088,-0.103,-0.005
19436291,-0.190,0.027,-0.061,-0.110
19436292,-0.154,0.012,0.227,-0.105
19436293,0.088,-0.044,0.068,-0.017
19436294,0.317,-0.146,-0.063,0.068
19436295,0.122,0.103,0.066,-0.027
19436296,-0.083,0.151,0.029,-0.063
19436297,-0.054,-0.015,0.051,-0.100
19436298,0.129,-0.129,0.112,0.027
19436299,-0.068,-0.034,0.037,-0.059
19436300,0.005,0.071,0.044,-0.081
19436301,-0.115,-0.149,0.256,-0.098
19436302,0.029,-0.066,0.020,0.000
19436303,0.234,-0.142,-0.034,-0.027
19436304,-0.308,-0.098,0.125,-0.007
19436305,-0.559,-0.083,0.095,-0.046
19436306,-0.115,-0.024,-0.020,-0.068
19436307,0.337,0.017,0.125,-0.034
19436308,0.220,-0.107,0.173,-0.007
19436309,-0.295,-0.063,-0.076,-0.034
19436310,-0.164,0.225,-0.259,-0.107
19436311,0.068,0.320,-0.178,-0.142
19436312,0.159,0.034,0.054,-0.159
19436313,-0.051,0.151,-0.051,-0.183
19436314,-0.166,0.242,-0.146,-0.168
19436315,-0.063,0.208,-0.164,-0.085
19436316,0.261,0.073,0.081,-0.034
19436317,0.117,0.120,-0.017,0.024
19436318,-0.012,0.208,0.046,-0.007
19436319,0.105,0.110,0.159,0.049
19436320,0.227,-0.012,0.105,0.081
19436321,0.095,-0.022,0.073,0.132
19436322,-0.149,-0.005,0.085,0.159
19436323,-0.234,-0.132,0.044,0.115
19436324,-0.142,-0.081,0.095,0.049
19436325,-0.103,-0.107,0.100,0.085
19436326,-0.115,-0.044,0.081,0.112
19436327,-0.105,-0.039,0.066,0.139
19436328,0.007,0.049,-0.051,0.129
19436329,0.159,0.120,-0.002,0.085
19436330,0.229,0.046,0.002,0.012
19436331,0.093,0.107,-0.176,0.015
19436332,0.049,0.093,-0.164,0.046
19436333,0.115,0.129,-0.127,0.010
19436334,0.115,0.039,-0.181,-0.027
19436335,-0.144,0.088,-0.193,-0.078
19436336,-0.176,0.073,-0.188,-0.117
19436337,-0.178,0.032,-0.183,-0.098
19436338,-0.059,-0.037,-0.239,-0.093
19436339,-0.090,-0.015,-0.222,-0.073
19436340,0.024,0.042,-0.186,-0.010
19436341,-0.027,-0.032,-0.117,-0.005
19436342,-0.068,-0.139,-0.095,-0.083
19436343,-0.083,-0.112,-0.042,-0.088
19436344,-0.039,-0.132,0.034,-0.088
19436345,0.000,-0.125,-0.037,-0.073
19436346,0.010,-0.022,0.071,-0.059
19436347,0.010,0.061,0.073,-0.022
19436348,0.063,0.007,0.181,-0.044
19436349,0.234,-0.015,0.059,-0.007
19436350,0.161,-0.063,0.181,-0.068
19436351,0.205,-0.149,0.166,-0.081
19436352,0.134,-0.015,0.105,-0.066
19436353,0.125,0.142,0.203,-0.071
19436354,0.105,0.122,-0.020,-0.012
19436355,-0.005,0.032,0.032,-0.012
19436356,0.024,-0.144,0.159,-0.044
19436357,-0.027,-0.044,0.090,0.059
19436358,-0.176,0.188,-0.039,0.083
19436359,-0.139,0.071,0.051,0.100
19436360,-0.161,-0.005,0.037,0.034
19436361,-0.127,0.059,-0.039,-0.010
19436362,0.024,0.029,-0.105,0.029
19436363,-0.056,-0.015,-0.149,0.134
19436364,-0.127,0.117,-0.188,0.027
19436365,-0.044,0.066,-0.098,0.024
19436366,0.056,-0.022,-0.085,0.054
19436367,0.044,-0.042,-0.049,0.088
19436368,-0.208,-0.056,0.059,0.144
19436369,-0.205,0.083,-0.012,0.173
19436370,-0.012,0.122,-0.098,0.078
19436371,0.083,-0.017,-0.151,0.005
19436372,0.059,-0.010,-0.020,0.002
19436373,-0.342,0.112,0.076,0.044
19436374,-0.159,-0.007,0.134,0.059
19436375,0.154,-0.010,0.132,0.066
19436376,0.125,-0.127,0.071,0.032
19436377,-0.161,0.166,0.012,0.005
19436378,-0.403,0.005,0.125,-0.032
19436379,-0.012,-0.020,0.176,0.020
19436380,0.254,-0.134,0.105,0.049
19436381,0.071,-0.168,0.154,-0.037
19436382,-0.029,0.112,0.022,-0.120
19436383,0.071,0.120,0.068,-0.061
19436384,0.107,0.044,0.164,0.081
19436385,-0.098,-0.017,0.024,0.015
19436386,0.046,-0.059,-0.002,-0.090
19436387,-0.090,-0.093,0.146,-0.159
19436388,-0.137,-0.127,0.039,-0.081
19436389,0.110,0.010,0.066,-0.068
19436390,0.083,0.005,0.120,-0.046
19436391,-0.330,-0.068,0.071,-0.122
19436392,-0.210,-0.024,0.005,-0.171
19436393,-0.051,0.032,-0.120,-0.137
19436394,0.137,-0.034,0.015,-0.090
19436395,0.012,0.056,-0.107,-0.085
19436396,-0.005,0.044,-0.171,-0.022
19436397,-0.027,0.164,-0.022,-0.054
19436398,-0.059,0.146,0.005,-0.151
19436399,-0.083,0.154,-0.242,-0.188
19436400,-0.061,0.161,-0.178,-0.134
19436401,0.034,0.076,-0.071,-0.095
19436402,0.103,0.073,0.059,-0.010
19436403,-0.005,0.254,0.015,0.034
19436404,-0.063,0.156,0.095,0.061
19436405,0.066,0.068,0.242,0.073
19436406,0.254,-0.095,-0.088,0.103
19436407,0.173,0.015,0.117,0.127
19436408,-0.107,0.139,0.115,0.105
19436409,-0.081,-0.095,0.054,0.146
19436410,0.029,-0.093,0.042,0.088
19436411,-0.066,-0.063,0.198,0.034
19436412,-0.083,0.051,0.166,0.020
19436413,-0.078,0.007,0.037,0.032
19436414,0.015,-0.181,0.039,0.142
19436415,0.161,-0.076,0.112,0.193
19436416,-0.029,-0.076,-0.112,0.110
19436417,-0.068,-0.071,-0.129,-0.049
19436418,0.000,0.022,0.095,0.017
19436419,0.027,0.020,-0.149,-0.002
19436420,-0.007,-0.166,-0.249,-0.007
19436421,-0.093,-0.032,-0.339,-0.032
19436422,-0.122,0.022,-0.146,-0.027
19436423,-0.168,0.020,-0.054,-0.044
19436424,-0.227,0.042,-0.146,-0.100
19436425,-0.120,-0.012,-0.229,-0.037
19436426,-0.002,0.078,-0.098,-0.010
19436427,0.012,0.029,-0.171,-0.100
19436428,-0.061,0.044,-0.125,-0.127
19436429,-0.134,-0.007,-0.137,-0.066
19436430,-0.049,0.210,-0.046,-0.110
19436431,0.088,0.020,-0.037,-0.054
19436432,0.088,0.002,-0.032,-0.024
19436433,0.012,-0.024,0.286,-0.081
19436434,0.022,-0.151,0.227,-0.083
19436435,0.071,-0.090,0.068,-0.044
19436436,0.015,-0.042,0.205,-0.061
19436437,0.049,-0.015,0.337,-0.049
19436438,0.081,-0.149,0.427,0.054
19436439,0.024,0.049,0.195,0.061
19436440,0.046,-0.139,0.144,0.012
19436441,0.132,-0.020,0.210,0.029
19436442,0.020,0.017,0.073,0.088
19436443,-0.078,0.112,-0.317,0.012
19436444,0.012,0.107,0.056,-0.068
19436445,0.134,0.054,0.156,-0.051
19436446,0.159,0.122,0.078,0.078
19436447,-0.051,0.149,-0.178,0.000
19436448,-0.088,0.239,-0.083,-0.017
19436449,0.044,0.129,0.022,-0.002
19436450,0.034,0.117,-0.164,0.044
19436451,0.007,0.154,-0.137,0.029
19436452,0.010,0.166,0.017,0.020
19436453,0.020,0.017,-0.095,-0.039
19436454,-0.027,-0.022,-0.200,-0.010
19436455,-0.208,0.083,-0.103,0.056
19436456,-0.115,-0.034,0.073,0.117
19436457,0.085,-0.188,0.093,0.054
19436458,0.178,-0.037,-0.029,0.049
19436459,0.088,-0.005,0.173,0.037
19436460,-0.439,-0.024,0.122,0.110
19436461,-0.417,-0.022,0.029,0.146
19436462,0.234,-0.159,0.002,0.017
19436463,0.383,0.056,0.195,0.054
19436464,-0.083,-0.132,0.100,0.127
19436465,-0.364,-0.071,0.046,0.037
19436466,-0.059,-0.115,0.015,-0.037
19436467,0.461,-0.081,0.127,-0.100
19436468,0.188,0.105,0.068,-0.032
19436469,0.000,0.330,0.017,-0.068
19436470,0.088,0.154,0.142,-0.117
19436471,0.144,-0.012,0.125,-0.120
19436472,-0.061,0.078,0.039,-0.112
19436473,0.005,0.088,-0.056,-0.105
19436474,-0.122,0.012,0.081,-0.085
19436475,-0.146,-0.154,0.176,-0.090
19436476,0.151,0.090,0.051,-0.129
19436477,-0.120,-0.168,-0.020,-0.027
19436478,-0.513,-0.293,0.251,0.032
19436479,-0.486,-0.225,0.054,0.012
19436480,0.100,-0.186,-0.010,-0.012
19436481,0.093,-0.117,0.078,0.105
19436482,-0.222,-0.186,-0.073,0.032
19436483,-0.349,-0.059,-0.181,-0.081
19436484,-0.090,0.042,-0.173,-0.100
19436485,0.161,0.073,-0.085,-0.076
19436486,0.210,0.017,-0.151,-0.063
19436487,-0.076,0.186,-0.173,-0.110
19436488,-0.044,0.110,-0.093,-0.139
19436489,0.156,0.183,-0.090,-0.129
19436490,0.273,0.161,-0.281,-0.024
19436491,0.398,0.198,-0.007,-0.029
19436492,0.264,0.103,0.107,0.029
19436493,0.173,-0.029,-0.117,-0.039
19436494,0.134,0.071,-0.208,0.024
19436495,0.068,0.029,0.137,0.110
19436496,-0.051,-0.042,0.208,0.132
19436497,-0.171,-0.188,0.066,0.120
19436498,-0.159,-0.181,0.100,0.071
19436499,-0.054,-0.161,0.298,0.115
19436500,-0.120,-0.142,0.251,0.098
19436501,-0.117,-0.278,0.012,0.173
19436502,-0.059,-0.164,-0.044,0.210
19436503,-0.017,-0.085,0.046,0.212
19436504,0.068,0.000,-0.010,0.103
19436505,-0.017,-0.122,-0.254,0.010
19436506,0.027,-0.112,-0.212,-0.029
19436507,0.046,0.105,-0.159,-0.098
19436508,-0.037,0.054,-0.234,-0.073
19436509,-0.090,0.190,-0.295,-0.007
19436510,-0.112,0.217,-0.276,-0.039
19436511,-0.073,0.117,-0.225,-0.117
19436512,0.039,0.205,-0.134,-0.161
19436513,-0.071,0.154,-0.203,-0.181
19436514,-0.071,0.212,-0.266,-0.098
19436515,-0.024,-0.046,-0.154,-0.042
19436516,-0.095,0.007,0.005,-0.071
19436517,0.007,0.027,0.144,-0.112
19436518,-0.044,0.051,0.029,-0.117
19436519,-0.222,-0.320,0.049,-0.105
19436520,-0.107,-0.149,0.049,-0.022
19436521,0.029,-0.198,0.146,0.059
19436522,-0.046,-0.120,0.249,0.061
19436523,-0.007,0.022,0.195,0.046
19436524,0.078,-0.127,0.222,0.005
19436525,0.110,-0.107,0.200,0.017
19436526,0.120,-0.029,0.188,0.071
19436527,0.007,0.056,0.088,0.061
19436528,-0.010,0.063,0.110,-0.029
19436529,0.117,0.005,0.017,-0.076
19436530,0.178,0.093,-0.054,-0.056
19436531,0.112,0.239,-0.076,-0.034
19436532,0.088,0.139,0.083,-0.020
19436533,0.093,0.107,0.078,0.037
19436534,0.049,0.005,-0.149,0.051
19436535,0.002,0.200,-0.244,-0.027
19436536,-0.059,0.193,-0.044,-0.005
19436537,-0.090,0.024,-0.063,-0.002
19436538,0.044,-0.078,-0.210,0.046
19436539,0.046,-0.083,-0.046,0.122
19436540,-0.127,0.015,0.024,0.188
19436541,-0.251,-0.188,-0.093,0.144
19436542,-0.139,-0.110,0.261,0.083
19436543,-0.154,-0.171,0.315,-0.027
19436544,-0.254,-0.156,-0.039,-0.022
19436545,0.034,-0.129,-0.085,0.134
19436546,-0.049,-0.107,-0.002,0.151
19436547,-0.288,-0.107,-0.005,0.049
19436548,-0.044,-0.071,-0.205,0.059
19436549,0.425,0.100,-0.015,0.049
19436550,0.183,0.044,0.071,0.051
19436551,-0.205,0.195,-0.017,-0.005
19436552,-0.098,0.068,0.037,-0.042
19436553,0.232,0.034,0.107,-0.081
19436554,0.085,-0.005,0.178,-0.081
19436555,0.056,0.220,-0.054,-0.156
19436556,0.076,0.234,-0.146,-0.166
19436557,-0.095,-0.054,0.046,-0.085
19436558,0.259,-0.061,0.156,-0.015
19436559,-0.046,-0.002,0.061,0.071
19436560,-0.081,0.115,0.059,0.032
19436561,-0.173,-0.188,0.024,-0.105
19436562,-0.312,-0.203,0.107,-0.112
19436563,0.037,-0.247,0.083,0.000
19436564,-0.295,-0.166,0.200,0.017
19436565,-0.405,-0.181,0.095,0.046
19436566,-0.042,-0.156,-0.056,-0.027
19436567,0.273,-0.017,0.029,-0.054
19436568,0.269,-0.127,0.010,-0.010
19436569,-0.127,-0.063,-0.168,0.002
19436570,0.005,0.125,-0.256,-0.044
19436571,0.056,0.239,-0.259,-0.042
19436572,0.020,0.151,-0.110,-0.115
19436573,0.088,0.134,-0.422,-0.129
19436574,0.129,0.156,-0.193,-0.176
19436575,0.210,0.303,0.159,-0.085
19436576,0.271,0.254,-0.024,-0.078
19436577,0.137,0.156,-0.332,-0.012
19436578,0.085,-0.029,-0.085,-0.022
19436579,0.251,-0.061,0.090,0.039
19436580,0.149,0.098,0.085,0.039
19436581,-0.032,-0.149,0.039,0.159
19436582,-0.139,-0.293,0.195,0.161
19436583,-0.046,-0.381,0.210,0.186
19436584,-0.027,-0.181,0.127,0.227
19436585,-0.095,-0.100,0.164,0.164
19436586,-0.083,-0.190,0.239,0.095
19436587,0.012,-0.203,0.046,0.054
19436588,-0.022,-0.222,-0.190,0.134
19436589,0.144,-0.054,-0.132,0.171
19436590,0.115,0.139,0.044,0.159
19436591,0.125,0.122,0.044,0.022
19436592,-0.012,0.056,-0.168,-0.015
19436593,-0.061,-0.012,-0.288,-0.200
19436594,-0.129,0.164,-0.208,-0.017
19436595,-0.093,0.161,-0.203,0.029
19436596,-0.088,0.151,-0.273,0.020
19436597,-0.002,0.144,-0.181,-0.125
19436598,0.029,0.156,-0.105,-0.127
19436599,-0.117,0.103,-0.227,-0.090
19436600,-0.073,0.076,-0.247,-0.044
19436601,0.002,-0.110,0.012,-0.005
19436602,-0.034,-0.144,0.056,0.032
19436603,-0.037,-0.090,-0.071,-0.068
19436604,-0.039,-0.032,-0.002,-0.134
19436605,-0.105,-0.171,0.122,-0.071
19436606,-0.027,-0.093,0.193,0.002
19436607,0.059,-0.190,0.117,0.076
19436608,0.227,-0.166,0.090,0.105
19436609,0.183,-0.171,0.256,0.105
19436610,0.146,-0.083,0.359,-0.078
19436611,0.168,-0.024,0.166,-0.063
19436612,0.200,-0.234,0.237,-0.015
19436613,0.239,-0.112,0.029,0.110
19436614,0.317,0.066,0.059,0.132
19436615,0.181,0.247,0.081,-0.007
19436616,-0.007,-0.066,0.076,-0.068
19436617,0.066,-0.144,-0.059,-0.049
19436618,0.076,-0.044,-0.100,0.029
19436619,-0.112,0.076,-0.146,0.110
19436620,-0.076,0.117,-0.183,0.054
19436621,0.068,-0.034,0.115,0.024
19436622,-0.015,0.120,-0.354,0.002
19436623,-0.127,0.088,-0.437,-0.044
19436624,-0.059,0.027,-0.007,0.059
19436625,0.029,-0.144,-0.034,0.166
19436626,0.022,0.095,-0.212,0.139
19436627,-0.244,0.054,0.061,0.059
19436628,-0.332,-0.095,0.129,0.000
19436629,-0.208,-0.029,-0.205,0.034
19436630,0.093,-0.217,-0.029,-0.005
19436631,0.010,-0.117,0.144,0.117
19436632,-0.061,0.042,0.032,0.139
19436633,-0.254,0.210,-0.095,0.068
19436634,-0.054,0.095,0.002,-0.056
19436635,0.278,-0.115,0.015,-0.129
19436636,0.205,-0.115,-0.090,-0.015
19436637,-0.178,0.029,0.139,0.125
19436638,-0.269,0.046,0.305,0.107
19436639,0.081,-0.098,0.051,-0.029
19436640,0.259,-0.029,0.020,-0.083
19436641,0.149,0.137,0.137,-0.144
19436642,0.022,0.012,0.107,0.068
19436643,0.007,-0.029,0.151,0.112
19436644,0.239,-0.154,0.051,0.125
19436645,0.181,-0.078,0.093,-0.071
19436646,-0.093,-0.063,0.020,-0.237
19436647,-0.137,-0.203,-0.051,-0.127
19436648,-0.110,-0.037,-0.112,0.071
19436649,0.369,-0.083,0.071,0.066
19436650,-0.271,-0.139,-0.015,-0.037
19436651,-0.559,-0.083,-0.247,-0.154
19436652,-0.063,-0.146,-0.144,-0.085
19436653,0.356,-0.183,-0.042,0.039
19436654,0.168,-0.044,-0.093,0.132
19436655,-0.286,0.183,-0.029,0.017
19436656,-0.110,-0.022,-0.098,-0.146
19436657,0.164,-0.046,-0.237,-0.203
19436658,0.337,-0.029,-0.127,-0.095
19436659,0.129,0.083,-0.161,-0.078
19436660,-0.225,-0.012,-0.210,-0.112
19436661,-0.127,0.056,-0.156,-0.078
19436662,0.178,0.105,-0.146,-0.034
19436663,0.132,-0.049,-0.098,0.012
19436664,0.071,-0.122,0.081,0.027
19436665,0.178,-0.125,0.088,0.115
19436666,0.088,0.012,-0.037,0.139
19436667,-0.010,-0.117,0.447,0.125
19436668,-0.054,-0.037,0.071,0.083
19436669,-0.017,-0.156,-0.227,0.098
19436670,0.000,-0.208,0.315,0.151
19436671,0.000,-0.115,0.222,0.144
19436672,-0.010,-0.061,-0.110,0.115
19436673,-0.029,-0.051,0.044,0.090
19436674,0.125,0.037,0.127,0.103
19436675,0.154,0.007,-0.090,0.115
19436676,0.166,0.095,0.044,0.085
19436677,0.024,0.110,-0.024,0.042
19436678,-0.027,0.105,-0.139,-0.046
19436679,-0.059,0.073,-0.110,-0.107
19436680,-0.017,0.005,-0.063,-0.024
19436681,-0.095,-0.098,-0.098,0.022
19436682,-0.105,0.015,-0.359,0.051
19436683,-0.244,0.017,-0.044,0.002
19436684,-0.161,-0.059,-0.127,-0.046
19436685,-0.012,-0.081,-0.222,-0.083
19436686,0.076,-0.012,-0.137,-0.098
19436687,-0.059,0.049,-0.085,0.017
19436688,-0.081,-0.076,-0.173,0.029
19436689,0.107,-0.229,-0.161,0.000
19436690,0.120,0.056,-0.095,-0.090
19436691,-0.007,0.010,-0.027,-0.071
19436692,-0.085,-0.203,0.125,-0.103
19436693,-0.015,-0.088,0.005,-0.022
19436694,0.137,-0.139,-0.020,0.054
19436695,0.217,-0.100,0.325,0.054
19436696,0.110,-0.103,0.107,-0.017
19436697,0.234,-0.042,0.002,-0.088
19436698,0.193,-0.020,0.164,-0.061
19436699,0.232,-0.037,0.200,0.042
19436700,0.098,-0.054,-0.056,0.098
19436701,-0.068,0.159,0.061,0.046
19436702,0.146,0.129,0.198,0.032
19436703,0.171,-0.073,0.063,-0.039
19436704,0.039,0.022,-0.042,-0.029
19436705,-0.144,0.149,-0.120,0.168
19436706,-0.134,0.071,0.029,0.154
19436707,0.046,-0.154,-0.061,0.063
19436708,0.171,0.110,-0.188,0.071
19436709,0.032,0.105,-0.076,-0.010
19436710,-0.120,-0.073,-0.073,0.012
19436711,-0.107,0.059,-0.081,0.037
19436712,0.173,0.085,-0.046,0.066
19436713,0.171,0.066,-0.017,0.122
19436714,-0.181,-0.034,0.012,0.090
19436715,-0.237,0.156,-0.117,0.024
19436716,-0.005,0.027,0.046,-0.002
19436717,0.100,-0.012,-0.010,0.034
19436718,-0.049,0.146,0.000,0.095
19436719,-0.215,0.103,0.005,0.051
19436720,-0.261,-0.081,0.122,0.012
19436721,0.183,-0.178,0.024,0.005
19436722,0.308,-0.076,-0.103,0.071
19436723,0.066,0.051,0.000,0.066
19436724,-0.386,-0.200,0.183,0.042
19436725,-0.063,-0.264,0.161,0.007
19436726,0.361,0.032,0.149,0.032
19436727,0.293,0.054,0.098,-0.012
19436728,-0.081,0.103,-0.059,-0.029
19436729,-0.037,-0.002,-0.032,-0.049
19436730,0.188,0.046,0.361,-0.020
19436731,0.391,0.046,0.105,0.022
19436732,0.381,-0.122,-0.037,-0.002
19436733,0.198,0.046,0.049,-0.105
19436734,-0.095,-0.037,0.117,-0.103
19436735,-0.371,-0.105,-0.088,-0.051
19436736,0.117,-0.090,-0.120,-0.063
19436737,-0.195,0.007,-0.015,-0.061
19436738,-0.413,0.002,0.132,-0.156
19436739,-0.081,-0.271,0.088,-0.044
19436740,0.083,-0.286,-0.120,-0.005
19436741,-0.112,-0.149,-0.186,0.061
19436742,-0.344,-0.068,-0.439,0.015
19436743,-0.171,-0.012,-0.168,-0.127
19436744,-0.020,0.027,0.056,-0.183
19436745,0.017,0.181,-0.129,-0.105
19436746,-0.051,0.137,-0.210,-0.054
19436747,-0.149,-0.024,0.071,-0.137
19436748,-0.051,0.024,-0.085,-0.068
19436749,0.293,0.166,-0.115,-0.117
19436750,0.205,0.127,-0.029,-0.073
19436751,0.015,0.107,-0.002,-0.093
19436752,0.181,0.210,0.139,0.017
19436753,0.271,0.132,0.039,0.068
19436754,0.132,-0.088,0.085,0.181
19436755,-0.090,-0.164,-0.042,0.032
19436756,-0.044,0.027,0.120,-0.022
19436757,0.029,-0.051,0.083,0.015
19436758,0.063,-0.200,0.220,0.095
19436759,0.022,-0.103,0.088,0.120
19436760,-0.073,0.042,0.027,0.120
19436761,-0.049,-0.056,0.100,0.083
19436762,0.107,-0.156,0.066,0.129
19436763,0.117,0.046,-0.029,0.107
19436764,0.000,-0.042,0.007,0.171
19436765,0.022,-0.032,-0.061,0.093
19436766,0.066,0.022,-0.129,-0.085
19436767,0.081,0.071,-0.088,-0.120
19436768,-0.100,0.088,-0.251,-0.012
19436769,-0.171,0.032,-0.298,-0.032
19436770,-0.063,0.190,-0.342,-0.024
19436771,0.149,0.210,-0.190,-0.061
19436772,0.144,0.107,-0.190,-0.054
19436773,0.037,0.059,-0.291,-0.051
19436774,-0.110,0.146,-0.251,-0.051
19436775,-0.061,0.105,-0.105,-0.076
19436776,0.034,0.127,0.015,-0.076
19436777,0.144,0.039,-0.085,-0.085
19436778,0.051,-0.103,-0.083,-0.090
19436779,-0.105,-0.327,0.161,-0.059
19436780,-0.129,-0.164,0.215,0.012
19436781,-0.166,0.027,0.139,0.037
19436782,-0.034,-0.164,0.166,0.134
19436783,0.068,-0.317,0.303,0.046
19436784,0.046,-0.208,0.176,0.000
19436785,-0.017,-0.056,0.222,0.049
19436786,0.044,-0.105,0.195,0.090
19436787,0.039,-0.139,0.120,0.098
19436788,0.056,-0.068,-0.012,0.063
