timestamp,bearing_1,bearing_2,bearing_3,bearing_4
5001616,0.059,-0.029,0.039,-0.076
5001617,0.015,0.081,0.054,-0.120
5001618,0.076,0.005,0.115,-0.032
5001619,0.088,0.020,0.107,0.078
5001620,0.076,0.034,0.017,0.056
5001621,0.071,0.024,-0.034,-0.005
5001622,-0.015,0.017,-0.015,0.017
5001623,-0.081,-0.239,0.110,0.024
5001624,0.051,-0.068,0.000,-0.012
5001625,0.149,0.071,-0.039,0.054
5001626,-0.039,-0.061,0.073,0.073
5001627,-0.173,-0.088,-0.034,-0.022
5001628,-0.051,-0.076,-0.034,-0.024
5001629,0.032,-0.073,0.093,-0.029
5001630,0.034,-0.083,0.044,0.010
5001631,0.020,0.010,-0.117,0.029
5001632,-0.010,0.183,-0.029,0.066
5001633,0.076,0.215,0.117,-0.051
5001634,0.168,0.024,-0.068,-0.044
5001635,0.090,-0.027,-0.125,-0.066
5001636,-0.012,0.164,0.002,-0.066
5001637,-0.022,0.103,0.093,-0.027
5001638,0.068,0.081,-0.144,0.010
5001639,0.146,0.088,-0.100,-0.017
5001640,0.029,0.093,-0.022,-0.078
5001641,-0.007,0.029,0.217,-0.059
5001642,-0.088,-0.078,-0.476,0.024
5001643,0.027,-0.034,-0.081,0.117
5001644,0.156,-0.044,0.203,0.081
5001645,0.081,-0.090,-0.017,0.039
5001646,-0.103,-0.020,-0.007,-0.022
5001647,-0.161,-0.103,0.027,0.027
5001648,-0.027,-0.181,-0.002,0.046
5001649,0.078,-0.183,-0.007,0.103
5001650,0.073,-0.054,-0.088,-0.012
5001651,0.029,0.083,-0.198,-0.034
5001652,0.012,0.044,-0.073,-0.017
5001653,0.024,-0.032,-0.107,0.059
5001654,0.029,-0.044,-0.132,0.132
5001655,0.049,0.015,-0.110,0.120
5001656,0.073,0.022,-0.100,0.032
5001657,0.061,-0.005,-0.056,-0.098
5001658,0.056,0.051,-0.164,-0.095
5001659,0.073,0.059,-0.137,0.017
5001660,0.039,-0.095,-0.105,0.098
5001661,-0.007,-0.076,-0.027,-0.007
5001662,0.012,-0.110,-0.142,-0.042
5001663,0.005,-0.085,-0.151,-0.034
5001664,0.012,-0.110,-0.078,0.000
5001665,0.027,-0.085,-0.100,0.039
5001666,-0.056,0.042,-0.122,0.046
5001667,-0.078,-0.122,0.044,0.095
5001668,-0.068,0.029,-0.010,0.022
5001669,-0.017,-0.139,-0.122,0.005
5001670,0.022,-0.132,-0.068,0.002
5001671,0.063,-0.068,-0.012,0.049
5001672,0.029,-0.032,-0.029,0.088
5001673,-0.076,-0.049,-0.112,-0.017
5001674,-0.059,0.017,-0.125,-0.071
5001675,0.054,0.107,-0.107,-0.083
5001676,0.161,-0.042,0.044,0.000
5001677,0.103,-0.034,-0.046,0.022
5001678,0.037,0.081,-0.068,0.029
5001679,0.044,0.083,-0.056,0.000
5001680,0.042,0.051,-0.105,-0.005
5001681,0.120,-0.015,-0.073,-0.046
5001682,0.095,0.093,-0.020,-0.083
5001683,0.066,-0.024,0.088,0.015
5001684,0.022,-0.042,-0.034,0.112
5001685,-0.002,-0.007,-0.127,0.095
5001686,-0.032,0.037,0.032,0.049
5001687,-0.051,-0.176,0.117,-0.017
5001688,-0.090,-0.156,-0.024,-0.046
5001689,0.029,-0.051,0.012,0.000
5001690,0.059,-0.034,0.012,0.068
5001691,-0.007,-0.032,0.107,0.066
5001692,-0.044,-0.107,0.037,-0.051
5001693,0.105,0.002,-0.103,-0.078
5001694,0.105,-0.027,-0.063,-0.049
5001695,0.015,-0.029,0.085,0.015
5001696,0.024,0.078,0.024,0.039
5001697,0.134,0.034,-0.020,-0.032
5001698,0.125,-0.044,0.037,-0.078
5001699,-0.015,-0.046,0.127,-0.042
5001700,-0.049,0.042,0.059,-0.024
5001701,0.015,0.063,-0.125,-0.020
5001702,0.029,-0.037,0.063,-0.068
5001703,0.059,0.059,0.090,-0.046
5001704,0.015,0.068,-0.024,0.046
5001705,-0.088,0.007,-0.017,0.046
5001706,-0.039,-0.110,-0.007,0.012
5001707,0.063,-0.103,0.054,-0.010
5001708,0.095,-0.027,0.039,-0.024
5001709,-0.044,-0.063,-0.049,0.020
5001710,-0.061,-0.049,0.205,0.027
5001711,-0.051,0.010,0.220,0.090
5001712,0.000,-0.024,-0.034,0.044
5001713,-0.029,0.000,0.000,0.049
5001714,0.046,-0.029,0.032,-0.024
5001715,0.076,-0.059,0.012,0.039
5001716,0.024,0.098,-0.093,0.073
5001717,0.073,0.090,0.029,0.034
5001718,0.095,0.032,0.042,0.024
5001719,0.061,0.056,-0.100,0.010
5001720,0.002,-0.022,0.029,-0.012
5001721,0.020,0.100,-0.027,0.020
5001722,0.032,-0.005,-0.017,0.112
5001723,0.015,0.088,-0.056,0.015
5001724,0.017,0.010,-0.051,-0.015
5001725,-0.015,-0.017,0.005,-0.017
5001726,0.068,0.068,0.054,0.002
5001727,0.098,-0.063,0.017,0.088
5001728,0.000,-0.120,0.005,0.049
5001729,-0.059,-0.068,0.034,0.010
5001730,-0.042,-0.059,-0.005,-0.032
5001731,0.054,-0.100,-0.049,0.022
5001732,0.115,-0.012,0.051,0.022
5001733,0.039,-0.059,-0.007,0.049
5001734,-0.017,-0.100,-0.107,-0.032
5001735,-0.034,-0.151,-0.083,-0.046
5001736,0.120,-0.022,-0.051,-0.083
5001737,0.222,-0.042,-0.195,-0.027
5001738,0.095,-0.010,0.073,-0.037
5001739,-0.063,0.020,-0.010,-0.061
5001740,-0.010,0.054,-0.044,-0.034
5001741,0.066,0.146,-0.100,-0.037
5001742,0.032,-0.059,-0.125,-0.051
5001743,-0.090,-0.083,0.164,-0.076
5001744,-0.066,-0.071,-0.012,-0.037
5001745,0.049,-0.046,-0.027,-0.027
5001746,0.005,-0.188,-0.017,0.046
5001747,-0.151,-0.129,0.056,0.017
5001748,-0.181,-0.005,-0.083,-0.007
5001749,-0.044,0.022,0.037,-0.039
5001750,0.100,-0.051,-0.063,-0.024
5001751,0.022,-0.042,-0.098,0.000
5001752,-0.120,-0.042,0.078,-0.024
5001753,-0.171,-0.139,0.051,-0.024
5001754,-0.049,-0.056,-0.134,-0.090
5001755,0.044,0.022,-0.037,-0.020
5001756,0.010,0.217,0.112,0.000
5001757,0.017,0.068,-0.085,-0.027
5001758,0.017,-0.007,-0.125,-0.046
5001759,0.029,0.039,-0.020,0.034
5001760,-0.037,0.007,0.115,0.037
5001761,-0.034,0.098,0.039,0.085
5001762,0.027,0.034,-0.190,0.002
5001763,-0.032,0.181,-0.056,-0.085
5001764,-0.139,0.088,0.066,-0.090
5001765,-0.149,0.034,-0.071,0.010
5001766,-0.020,-0.059,-0.022,0.127
5001767,0.049,-0.161,0.085,0.066
5001768,0.024,-0.049,0.034,-0.007
5001769,-0.063,0.181,0.085,-0.068
5001770,-0.059,0.081,0.032,0.005
5001771,0.029,-0.134,0.005,0.107
5001772,0.066,-0.095,0.024,0.071
5001773,0.022,0.034,0.083,0.024
5001774,-0.005,0.044,0.068,-0.090
5001775,0.112,0.029,-0.066,-0.024
5001776,0.039,0.059,0.007,0.034
5001777,-0.027,0.000,0.071,0.061
5001778,-0.010,-0.020,-0.027,-0.024
5001779,0.183,0.044,0.139,-0.076
5001780,0.215,0.039,0.139,-0.066
5001781,-0.020,-0.024,0.012,0.002
5001782,-0.010,-0.078,-0.049,0.012
5001783,-0.142,0.120,0.054,0.042
5001784,-0.046,-0.007,0.242,0.027
5001785,0.049,-0.181,-0.063,-0.024
5001786,0.012,-0.015,-0.076,-0.017
5001787,0.007,0.015,0.198,-0.027
5001788,-0.054,-0.056,0.120,0.046
5001789,0.098,-0.078,0.073,0.100
5001790,0.027,-0.029,0.046,0.144
5001791,-0.105,-0.073,0.007,0.076
5001792,-0.063,-0.100,0.134,-0.010
5001793,0.081,0.042,0.076,-0.046
5001794,0.100,0.129,-0.034,-0.093
5001795,-0.024,0.159,-0.032,-0.034
5001796,-0.066,0.144,-0.027,-0.076
5001797,-0.039,0.054,0.083,-0.046
5001798,-0.015,0.193,0.012,-0.012
5001799,0.066,0.117,0.007,0.071
5001800,0.090,0.183,0.093,0.007
5001801,-0.002,0.129,0.061,-0.073
5001802,-0.103,0.098,-0.002,-0.105
5001803,-0.095,0.085,0.129,0.015
5001804,-0.139,0.107,0.129,0.056
5001805,-0.144,0.039,0.088,0.049
5001806,0.007,-0.063,0.071,-0.095
5001807,0.093,-0.042,0.012,-0.054
5001808,-0.127,-0.120,0.059,0.071
5001809,-0.208,-0.042,0.056,0.081
5001810,-0.042,-0.007,0.059,0.063
5001811,0.129,0.027,0.181,-0.054
5001812,0.078,0.171,0.034,-0.029
5001813,-0.017,0.100,0.051,-0.042
5001814,0.022,0.093,-0.388,0.037
5001815,0.007,0.034,-0.430,-0.007
5001816,0.027,0.083,-0.068,-0.085
5001817,0.049,0.032,-0.015,-0.159
5001818,0.059,-0.034,0.120,-0.059
5001819,0.107,-0.061,-0.144,0.039
5001820,0.088,-0.078,-0.095,-0.002
5001821,0.005,0.000,0.063,0.007
5001822,-0.059,-0.037,0.012,-0.024
5001823,-0.032,0.054,-0.188,-0.029
5001824,0.137,-0.098,0.024,-0.093
5001825,-0.054,-0.132,0.122,-0.042
5001826,-0.210,-0.125,0.127,0.034
5001827,-0.159,-0.022,-0.059,-0.017
5001828,-0.056,-0.127,0.039,0.002
5001829,0.046,-0.032,0.120,-0.049
5001830,-0.032,-0.039,-0.144,-0.017
5001831,-0.071,0.042,-0.161,-0.066
5001832,-0.095,-0.029,-0.068,-0.049
5001833,-0.027,-0.107,0.000,-0.034
5001834,0.071,0.054,0.024,-0.012
5001835,0.027,0.090,0.037,-0.081
5001836,-0.015,0.110,-0.100,-0.142
5001837,0.005,0.181,-0.139,-0.068
5001838,0.027,0.100,0.044,-0.015
5001839,-0.002,-0.029,0.027,0.042
5001840,-0.073,0.117,0.032,-0.010
5001841,-0.088,0.232,0.015,-0.071
5001842,-0.012,0.095,0.083,-0.090
5001843,-0.010,-0.051,-0.002,0.024
5001844,-0.046,-0.037,-0.024,0.100
5001845,-0.129,0.059,0.103,0.022
5001846,-0.144,-0.010,0.076,-0.012
5001847,-0.156,0.020,0.032,-0.054
5001848,-0.129,-0.017,0.083,-0.024
5001849,-0.056,-0.049,-0.002,0.066
5001850,-0.134,-0.137,-0.051,0.063
5001851,-0.112,-0.110,-0.066,0.032
5001852,-0.032,-0.015,-0.112,0.032
5001853,0.110,-0.037,0.139,0.017
5001854,0.132,0.015,-0.010,-0.044
5001855,0.022,-0.015,-0.024,-0.010
5001856,-0.161,-0.005,0.068,-0.005
5001857,0.063,-0.046,-0.115,0.007
5001858,0.076,-0.032,-0.066,-0.020
5001859,-0.039,-0.110,-0.088,-0.098
5001860,-0.103,0.071,-0.142,-0.134
5001861,-0.078,0.344,0.024,-0.017
5001862,-0.039,-0.020,0.181,0.063
5001863,-0.144,-0.142,0.020,0.020
5001864,0.051,-0.049,0.024,-0.024
5001865,0.078,0.061,0.090,0.007
5001866,-0.032,-0.029,0.017,0.066
5001867,-0.068,-0.044,-0.188,0.034
5001868,-0.117,-0.137,0.066,0.024
5001869,-0.059,-0.242,0.303,0.081
5001870,0.022,-0.081,0.054,0.068
5001871,0.005,-0.073,-0.042,0.007
5001872,-0.156,-0.015,0.208,0.100
5001873,-0.122,-0.002,0.144,0.090
5001874,0.073,-0.015,0.022,-0.012
5001875,0.146,0.146,0.149,-0.046
5001876,0.076,-0.012,0.139,-0.054
5001877,0.044,0.017,-0.022,-0.066
5001878,0.007,-0.059,-0.073,-0.010
5001879,0.066,0.283,0.098,-0.015
5001880,0.166,0.229,0.068,-0.044
5001881,0.125,-0.020,-0.115,-0.027
5001882,-0.024,0.283,-0.149,0.029
5001883,-0.190,0.059,0.173,-0.044
5001884,-0.083,0.071,-0.142,-0.015
5001885,0.146,0.198,0.117,0.020
5001886,0.085,0.046,0.134,0.010
5001887,-0.117,-0.046,-0.054,-0.005
5001888,-0.149,-0.024,0.015,-0.044
5001889,-0.078,0.046,0.171,-0.027
5001890,-0.024,0.032,-0.081,0.029
5001891,0.017,0.046,0.017,-0.042
5001892,-0.034,-0.112,0.205,-0.093
5001893,-0.054,0.010,-0.110,-0.017
5001894,0.066,-0.115,0.132,0.049
5001895,0.137,0.081,-0.085,0.059
5001896,0.037,0.137,-0.120,-0.017
5001897,-0.054,-0.056,0.139,-0.112
5001898,0.093,0.017,-0.020,-0.078
5001899,0.132,0.051,-0.054,0.017
5001900,-0.002,0.215,-0.027,0.085
5001901,-0.112,-0.061,-0.007,-0.046
5001902,-0.029,0.073,-0.049,-0.112
5001903,-0.032,0.134,0.020,-0.112
5001904,-0.024,-0.015,-0.132,0.002
5001905,-0.010,-0.022,0.137,0.100
5001906,-0.078,0.037,0.171,0.088
5001907,-0.088,-0.085,-0.076,0.037
5001908,-0.063,0.012,-0.100,-0.076
5001909,-0.027,0.142,0.076,-0.076
5001910,-0.068,-0.039,0.076,0.034
5001911,-0.078,-0.085,-0.032,0.054
5001912,-0.042,-0.288,0.054,0.012
5001913,-0.017,-0.125,0.054,0.029
5001914,-0.103,0.032,-0.042,0.029
5001915,-0.054,-0.017,-0.088,-0.032
5001916,-0.012,0.085,-0.151,-0.007
5001917,-0.012,0.007,-0.056,-0.037
5001918,0.032,0.049,-0.029,-0.024
5001919,0.117,-0.020,0.044,-0.093
5001920,0.046,0.054,0.098,-0.063
5001921,-0.002,0.037,-0.020,-0.103
5001922,0.017,0.115,0.007,-0.085
5001923,0.054,0.186,-0.012,-0.027
5001924,0.024,0.151,-0.042,-0.042
5001925,-0.073,0.105,0.032,-0.061
5001926,-0.059,0.000,0.063,-0.049
5001927,-0.022,-0.042,0.017,-0.044
5001928,-0.059,0.034,-0.049,-0.024
5001929,-0.132,0.027,0.068,0.066
5001930,-0.078,0.071,0.149,0.066
5001931,-0.046,-0.076,0.044,0.000
5001932,-0.002,-0.073,-0.039,-0.034
5001933,-0.066,-0.024,0.063,-0.066
5001934,-0.083,0.012,-0.034,-0.024
5001935,-0.022,0.000,0.073,0.024
5001936,-0.015,0.027,-0.034,0.056
5001937,-0.032,0.032,-0.012,0.042
5001938,0.000,-0.085,-0.078,-0.010
5001939,0.085,0.156,-0.068,-0.027
5001940,0.132,0.134,-0.083,0.010
5001941,-0.190,-0.122,-0.178,0.051
5001942,-0.156,0.061,-0.286,0.054
5001943,0.078,0.168,-0.154,0.010
5001944,0.115,-0.093,0.020,0.032
5001945,0.012,0.000,-0.159,-0.029
5001946,-0.068,-0.078,-0.193,-0.085
5001947,-0.076,0.061,-0.012,-0.027
5001948,-0.132,-0.142,-0.034,-0.020
5001949,0.020,-0.125,-0.073,0.000
5001950,-0.037,-0.059,0.134,-0.010
5001951,-0.083,-0.093,0.085,-0.061
5001952,-0.002,-0.159,0.032,0.005
5001953,0.071,-0.054,-0.166,0.010
5001954,0.100,0.103,-0.093,0.051
5001955,-0.105,-0.054,-0.063,0.044
5001956,-0.107,-0.081,-0.068,0.022
5001957,0.005,-0.005,-0.073,-0.164
5001958,0.073,-0.112,-0.039,-0.073
5001959,-0.034,-0.005,0.022,0.005
5001960,0.010,0.088,-0.129,-0.002
5001961,0.120,0.205,0.032,-0.012
5001962,0.146,0.044,0.037,0.005
5001963,0.098,0.063,0.049,-0.073
5001964,0.063,0.137,0.000,-0.063
5001965,0.000,0.066,-0.046,-0.029
5001966,-0.054,-0.039,0.027,0.007
5001967,-0.012,0.015,0.093,0.049
5001968,-0.046,0.085,-0.103,-0.051
5001969,-0.088,0.012,-0.017,-0.044
5001970,-0.100,-0.056,0.125,0.002
5001971,-0.098,-0.098,-0.171,0.051
5001972,-0.068,-0.071,0.022,0.098
5001973,-0.017,-0.068,0.178,0.100
5001974,-0.044,-0.107,0.083,0.020
5001975,-0.073,0.020,-0.078,-0.046
5001976,0.015,-0.115,-0.112,-0.042
5001977,0.059,0.137,0.027,0.020
5001978,0.049,0.303,-0.029,0.002
5001979,0.178,0.012,0.110,-0.166
5001980,0.171,-0.198,0.044,-0.137
5001981,0.132,-0.120,-0.203,-0.063
5001982,0.103,0.361,0.007,-0.034
5001983,-0.046,0.151,0.144,-0.005
5001984,-0.032,0.120,-0.193,-0.056
5001985,0.120,0.186,0.010,-0.122
5001986,0.227,-0.100,0.232,0.103
5001987,-0.010,-0.186,0.120,0.161
5001988,-0.085,-0.171,-0.149,-0.020
5001989,-0.024,0.125,-0.076,-0.034
5001990,0.022,-0.027,0.139,0.022
5001991,-0.034,-0.049,0.044,0.020
5001992,-0.042,-0.149,-0.095,0.127
5001993,-0.186,-0.088,0.083,0.183
5001994,-0.068,-0.190,0.295,0.046
5001995,0.125,-0.178,0.056,0.046
5001996,0.120,-0.107,-0.073,-0.024
5001997,-0.093,0.017,-0.144,-0.059
5001998,-0.117,0.139,-0.042,0.083
5001999,0.120,0.247,-0.002,0.027
5002000,0.146,-0.107,0.007,-0.049
5002001,-0.085,-0.227,-0.012,-0.049
5002002,-0.188,0.288,-0.139,-0.063
5002003,0.020,0.193,-0.081,-0.103
5002004,0.144,0.024,-0.081,-0.015
5002005,0.103,0.000,-0.117,-0.015
5002006,-0.037,0.049,-0.002,-0.017
5002007,-0.154,0.171,0.034,-0.068
5002008,-0.068,0.090,-0.068,-0.071
5002009,0.134,-0.042,-0.020,0.046
5002010,0.044,-0.076,0.010,0.129
5002011,-0.217,-0.098,0.063,0.115
5002012,-0.217,0.000,-0.103,0.017
5002013,-0.044,0.039,-0.073,-0.010
5002014,-0.005,0.037,0.107,-0.007
5002015,-0.022,-0.129,0.105,0.029
5002016,0.022,-0.015,-0.066,-0.007
5002017,-0.005,0.186,0.090,0.007
5002018,0.027,0.190,0.103,0.005
5002019,0.051,-0.134,-0.078,0.034
5002020,0.044,-0.024,0.012,-0.007
5002021,-0.139,0.081,-0.017,-0.059
5002022,-0.005,0.161,-0.034,-0.029
5002023,0.210,0.137,-0.037,0.012
5002024,0.198,-0.012,0.005,0.088
5002025,-0.012,0.112,-0.127,0.002
5002026,-0.139,-0.010,0.037,-0.063
5002027,-0.015,0.034,-0.073,-0.032
5002028,0.115,0.117,-0.049,0.044
5002029,0.144,0.078,0.034,0.044
5002030,-0.020,-0.010,-0.078,-0.012
5002031,-0.232,-0.112,-0.049,-0.022
5002032,-0.007,-0.164,-0.022,0.039
5002033,0.144,-0.198,0.200,0.103
5002034,0.032,-0.164,0.022,0.044
5002035,-0.054,-0.059,-0.144,0.007
5002036,-0.051,-0.027,-0.049,-0.051
5002037,0.066,0.034,-0.081,0.007
5002038,0.032,0.061,-0.105,0.066
5002039,0.115,-0.051,0.103,0.034
5002040,0.144,-0.217,0.173,-0.090
5002041,0.054,-0.081,0.068,-0.076
5002042,-0.042,0.176,0.144,-0.063
5002043,0.039,0.181,0.037,-0.039
5002044,-0.020,-0.034,0.195,-0.002
5002045,-0.049,0.002,0.037,-0.051
5002046,0.046,0.010,-0.127,-0.066
5002047,-0.037,-0.073,0.054,-0.034
5002048,-0.088,-0.068,0.232,0.024
5002049,-0.015,-0.085,-0.071,-0.022
5002050,-0.027,-0.012,-0.161,-0.017
5002051,-0.083,0.037,0.010,0.017
5002052,-0.061,0.054,0.107,0.044
5002053,0.000,-0.054,0.007,0.022
5002054,0.032,-0.020,0.027,-0.022
5002055,0.088,-0.066,0.107,0.002
5002056,0.002,0.076,0.110,0.039
5002057,0.042,0.056,-0.066,0.068
5002058,0.063,0.083,-0.042,0.054
5002059,0.107,0.171,0.017,-0.002
5002060,0.066,0.046,-0.049,-0.032
5002061,-0.005,0.015,-0.151,0.017
5002062,0.034,-0.037,-0.105,0.022
5002063,0.029,0.144,0.142,0.012
5002064,-0.068,0.056,0.127,0.034
5002065,0.068,-0.029,-0.005,-0.012
5002066,0.063,-0.056,-0.107,-0.017
5002067,-0.027,-0.020,-0.020,0.039
5002068,-0.007,-0.020,-0.032,0.061
5002069,0.105,-0.137,-0.042,-0.007
5002070,0.107,-0.090,-0.044,0.000
5002071,-0.054,-0.024,-0.132,-0.029
5002072,-0.085,-0.081,0.029,0.037
5002073,-0.115,-0.142,0.105,0.068
5002074,0.076,-0.112,0.027,0.098
5002075,0.005,-0.154,-0.059,-0.029
5002076,-0.210,-0.020,-0.039,-0.034
5002077,-0.117,0.029,-0.125,-0.032
5002078,0.000,0.022,0.039,-0.059
5002079,0.134,0.037,0.107,0.022
5002080,0.120,0.010,0.005,0.044
5002081,0.037,0.000,-0.029,-0.034
5002082,-0.049,-0.081,-0.002,0.024
5002083,-0.076,0.032,-0.132,-0.032
5002084,0.007,0.178,-0.061,-0.024
5002085,0.120,0.059,0.120,0.054
5002086,0.015,0.071,-0.081,0.081
5002087,-0.066,0.002,-0.142,0.012
5002088,0.002,0.078,0.005,0.027
5002089,0.015,0.012,0.139,-0.017
5002090,0.017,-0.029,-0.046,-0.015
5002091,-0.024,-0.022,-0.032,0.032
5002092,-0.122,-0.034,-0.010,0.024
5002093,-0.095,-0.012,0.054,0.012
5002094,0.049,-0.012,-0.122,-0.002
5002095,0.100,-0.044,-0.110,0.022
5002096,0.042,-0.110,-0.024,0.005
5002097,0.015,-0.046,0.042,0.061
5002098,0.081,0.120,0.042,0.027
5002099,0.083,0.161,-0.176,0.039
5002100,0.095,0.095,-0.063,0.017
5002101,-0.049,-0.024,-0.017,-0.027
5002102,-0.017,-0.010,-0.222,-0.029
5002103,0.032,0.088,-0.081,0.054
5002104,0.042,0.115,0.083,0.039
5002105,0.000,-0.059,-0.088,-0.017
5002106,-0.061,-0.002,-0.049,-0.032
5002107,-0.037,0.076,0.310,0.007
5002108,0.039,-0.044,0.278,0.076
5002109,0.046,0.015,-0.068,0.078
5002110,-0.073,-0.073,0.061,0.071
5002111,-0.083,-0.071,-0.020,-0.005
5002112,-0.105,-0.200,-0.168,0.000
5002113,-0.049,-0.232,0.044,0.010
5002114,0.012,-0.071,-0.068,0.037
5002115,0.024,0.000,-0.249,0.046
5002116,-0.117,-0.129,-0.117,0.042
5002117,-0.059,-0.081,-0.015,-0.007
5002118,0.042,0.068,-0.083,0.032
5002119,0.076,-0.125,-0.098,0.056
5002120,0.100,-0.166,-0.046,-0.034
5002121,-0.137,-0.098,0.032,-0.005
5002122,0.007,0.066,-0.212,0.032
5002123,0.007,0.007,-0.166,-0.024
5002124,0.093,0.005,0.029,-0.059
5002125,0.093,-0.256,0.146,-0.022
5002126,-0.027,-0.122,-0.005,-0.010
5002127,-0.049,-0.098,-0.159,-0.029
5002128,0.073,-0.051,0.137,0.010
5002129,0.054,0.044,0.200,0.012
5002130,0.034,-0.105,0.173,0.005
5002131,0.024,-0.061,-0.090,-0.037
5002132,-0.029,-0.081,-0.081,-0.007
5002133,-0.022,-0.020,0.037,-0.005
5002134,0.017,-0.073,0.032,0.054
5002135,-0.034,-0.012,-0.022,-0.027
5002136,0.034,-0.063,0.095,-0.024
5002137,0.039,-0.046,0.181,-0.027
5002138,-0.042,-0.093,0.083,0.007
5002139,0.044,-0.078,-0.042,0.029
5002140,0.205,-0.051,-0.015,-0.032
5002141,0.071,0.095,0.071,-0.081
5002142,-0.039,0.264,0.044,-0.049
5002143,-0.059,0.017,0.066,0.071
5002144,0.120,0.005,-0.098,0.034
5002145,0.242,0.156,0.002,0.076
5002146,0.132,0.151,-0.068,0.039
5002147,-0.083,0.054,-0.017,-0.002
5002148,-0.220,-0.071,-0.308,-0.085
5002149,-0.063,-0.005,-0.103,-0.173
5002150,0.139,0.076,0.203,-0.007
5002151,0.176,-0.115,0.125,0.034
5002152,0.024,-0.154,-0.173,0.098
5002153,-0.154,-0.024,-0.027,-0.017
5002154,-0.078,-0.002,0.137,-0.027
5002155,0.115,-0.090,-0.007,-0.020
5002156,0.137,-0.088,0.034,0.112
5002157,-0.095,0.005,0.103,0.027
5002158,-0.105,0.012,0.098,-0.059
5002159,0.105,0.061,-0.195,-0.051
5002160,0.149,-0.071,-0.161,0.100
5002161,-0.010,0.059,0.066,0.105
5002162,-0.024,0.076,-0.068,-0.027
5002163,0.088,0.098,0.015,0.024
5002164,0.181,0.012,0.051,0.020
5002165,0.171,0.042,0.095,-0.005
5002166,0.007,0.171,-0.017,0.083
5002167,-0.146,0.005,-0.095,0.059
5002168,-0.034,0.005,-0.076,0.034
5002169,0.139,0.063,-0.076,-0.007
5002170,0.139,0.117,-0.073,-0.027
5002171,-0.012,0.051,0.007,0.010
5002172,-0.029,-0.022,0.127,0.010
5002173,0.007,0.044,0.210,0.049
5002174,0.012,-0.024,0.054,0.083
5002175,0.024,0.029,-0.083,0.037
5002176,0.088,-0.071,-0.056,0.029
5002177,-0.012,-0.017,0.051,-0.039
5002178,-0.071,0.061,0.071,-0.044
5002179,-0.012,-0.066,0.071,0.007
5002180,0.063,-0.112,-0.024,0.059
5002181,0.085,0.098,-0.127,-0.002
5002182,0.054,0.039,-0.107,-0.066
5002183,0.032,-0.078,-0.022,-0.103
5002184,0.107,-0.061,-0.015,-0.073
5002185,0.181,-0.020,-0.286,-0.027
5002186,0.024,-0.005,0.000,0.044
5002187,-0.139,-0.027,-0.142,-0.022
5002188,-0.066,-0.027,-0.198,-0.088
5002189,0.071,-0.010,0.117,-0.059
5002190,0.088,-0.073,0.132,-0.034
5002191,-0.095,-0.198,-0.164,0.078
5002192,-0.142,-0.085,-0.149,0.022
5002193,-0.249,-0.085,0.051,-0.054
5002194,-0.010,-0.212,-0.054,-0.032
5002195,0.068,-0.029,0.042,0.017
5002196,0.029,-0.095,0.005,0.024
5002197,-0.054,-0.122,-0.034,-0.010
5002198,-0.127,-0.139,-0.034,0.024
5002199,0.027,0.044,-0.012,0.007
5002200,0.066,0.007,-0.112,0.063
5002201,0.022,-0.059,-0.010,0.005
5002202,-0.002,-0.027,-0.027,-0.068
5002203,0.042,0.090,-0.020,-0.027
5002204,0.015,0.110,0.022,-0.007
5002205,0.093,0.076,-0.024,0.059
5002206,0.022,-0.002,0.017,-0.024
5002207,0.044,-0.095,0.015,-0.002
5002208,0.088,-0.002,0.056,0.066
5002209,-0.049,0.076,-0.024,-0.029
5002210,-0.044,0.046,0.068,-0.017
5002211,-0.044,-0.151,0.029,-0.010
5002212,0.044,-0.127,0.029,0.039
5002213,0.017,0.012,0.012,-0.002
5002214,0.042,0.054,0.049,0.056
5002215,-0.027,0.046,0.078,0.000
5002216,0.027,-0.107,0.029,0.032
5002217,0.063,0.083,0.044,0.000
5002218,0.107,0.010,0.103,0.066
5002219,0.002,0.049,0.078,0.134
5002220,-0.056,0.056,0.022,0.037
5002221,0.034,0.188,-0.132,-0.093
5002222,0.039,-0.090,-0.093,-0.125
5002223,-0.007,-0.068,0.068,-0.085
5002224,0.068,0.039,0.078,0.017
5002225,0.164,0.105,0.076,0.073
5002226,-0.056,0.156,0.046,0.046
5002227,-0.081,-0.037,-0.015,-0.068
5002228,-0.007,0.039,0.071,-0.098
5002229,0.037,0.000,0.222,0.007
5002230,0.066,-0.093,0.098,0.056
5002231,0.046,-0.205,0.073,0.059
5002232,-0.083,-0.139,0.000,-0.029
5002233,-0.142,-0.049,-0.100,-0.107
5002234,-0.073,-0.115,0.149,-0.007
5002235,-0.017,-0.015,0.161,0.120
5002236,0.010,0.073,-0.012,0.112
5002237,-0.056,0.042,0.000,-0.039
5002238,-0.012,-0.093,0.032,-0.107
5002239,0.024,0.059,-0.032,-0.081
5002240,0.046,0.063,0.117,0.085
5002241,0.010,-0.015,0.071,0.090
5002242,0.010,-0.063,-0.049,0.020
5002243,0.002,0.146,-0.151,-0.127
5002244,0.061,0.059,0.068,-0.122
5002245,0.022,-0.156,0.127,0.012
5002246,0.002,-0.063,-0.098,0.056
5002247,-0.015,0.078,0.032,0.029
5002248,-0.010,0.083,-0.027,-0.059
5002249,0.010,0.081,-0.029,-0.098
